[1/3/2020, Bangladesh, 0]
[12/10/2021, Bangladesh, 28017]
[12/11/2021, Bangladesh, 28022]
[12/12/2021, Bangladesh, 28028]
[12/13/2021, Bangladesh, 28031]
[12/14/2021, Bangladesh, 28034]
[12/15/2021, Bangladesh, 28038]
[12/16/2021, Bangladesh, 28041]
[12/17/2021, Bangladesh, 28043]
[12/18/2021, Bangladesh, 28047]
[12/19/2021, Bangladesh, 28048]
[12/20/2021, Bangladesh, 28050]
[12/21/2021, Bangladesh, 28051]
[12/22/2021, Bangladesh, 28052]
[12/23/2021, Bangladesh, 28054]
[12/24/2021, Bangladesh, 28055]
[12/25/2021, Bangladesh, 28056]
[12/26/2021, Bangladesh, 28060]
[12/27/2021, Bangladesh, 28061]
[12/28/2021, Bangladesh, 28062]
[12/29/2021, Bangladesh, 28063]
[12/30/2021, Bangladesh, 28070]
[12/31/2021, Bangladesh, 28072]
[1/1/2022, Bangladesh, 28076]
[1/2/2022, Bangladesh, 28077]
[1/3/2022, Bangladesh, 28081]
[1/4/2022, Bangladesh, 28087]
[1/5/2022, Bangladesh, 28090]
[1/6/2022, Bangladesh, 28097]
[1/7/2022, Bangladesh, 28098]
[1/8/2022, Bangladesh, 28099]
[1/9/2022, Bangladesh, 28102]
[1/10/2022, Bangladesh, 28105]
[1/11/2022, Bangladesh, 28107]
[1/12/2022, Bangladesh, 28111]
[1/13/2022, Bangladesh, 28123]
[1/14/2022, Bangladesh, 28129]
[1/15/2022, Bangladesh, 28136]
[1/16/2022, Bangladesh, 28144]
[1/17/2022, Bangladesh, 28154]
[1/18/2022, Bangladesh, 28164]
[1/19/2022, Bangladesh, 28176]
[1/20/2022, Bangladesh, 28180]
[1/21/2022, Bangladesh, 28192]
[1/22/2022, Bangladesh, 28209]
[1/23/2022, Bangladesh, 28223]
[1/24/2022, Bangladesh, 28238]
[1/25/2022, Bangladesh, 28256]
[1/26/2022, Bangladesh, 28273]
[1/27/2022, Bangladesh, 28288]
[1/28/2022, Bangladesh, 28308]
[1/29/2022, Bangladesh, 28329]
[1/30/2022, Bangladesh, 28363]
[1/31/2022, Bangladesh, 28394]
[2/1/2022, Bangladesh, 28425]
[2/2/2022, Bangladesh, 28461]
[2/3/2022, Bangladesh, 28494]
[2/4/2022, Bangladesh, 28524]
[2/5/2022, Bangladesh, 28560]
[2/6/2022, Bangladesh, 28589]
[2/7/2022, Bangladesh, 28627]
[2/8/2022, Bangladesh, 28670]
[1/3/2020, Brazil, 0]
[1/4/2020, Brazil, 0]
[1/5/2020, Brazil, 0]
[1/6/2020, Brazil, 0]
[1/7/2020, Brazil, 0]
[1/8/2020, Brazil, 0]
[1/9/2020, Brazil, 0]
[1/10/2020, Brazil, 0]
[1/11/2020, Brazil, 0]
[1/12/2020, Brazil, 0]
[1/13/2020, Brazil, 0]
[1/14/2020, Brazil, 0]
[1/15/2020, Brazil, 0]
[1/16/2020, Brazil, 0]
[1/17/2020, Brazil, 0]
[1/18/2020, Brazil, 0]
[1/19/2020, Brazil, 0]
[1/20/2020, Brazil, 0]
[1/21/2020, Brazil, 0]
[1/22/2020, Brazil, 0]
[1/23/2020, Brazil, 0]
[1/24/2020, Brazil, 0]
[1/25/2020, Brazil, 0]
[1/26/2020, Brazil, 0]
[1/27/2020, Brazil, 0]
[1/28/2020, Brazil, 0]
[1/29/2020, Brazil, 0]
[1/30/2020, Brazil, 0]
[1/31/2020, Brazil, 0]
[2/1/2020, Brazil, 0]
[2/2/2020, Brazil, 0]
[2/3/2020, Brazil, 0]
[2/4/2020, Brazil, 0]
[2/5/2020, Brazil, 0]
[2/6/2020, Brazil, 0]
[2/7/2020, Brazil, 0]
[2/8/2020, Brazil, 0]
[2/9/2020, Brazil, 0]
[2/10/2020, Brazil, 0]
[2/11/2020, Brazil, 0]
[2/12/2020, Brazil, 0]
[2/13/2020, Brazil, 0]
[2/14/2020, Brazil, 0]
[2/15/2020, Brazil, 0]
[2/16/2020, Brazil, 0]
[2/17/2020, Brazil, 0]
[2/18/2020, Brazil, 0]
[2/19/2020, Brazil, 0]
[2/20/2020, Brazil, 0]
[2/21/2020, Brazil, 0]
[2/22/2020, Brazil, 0]
[2/23/2020, Brazil, 0]
[2/24/2020, Brazil, 0]
[2/25/2020, Brazil, 0]
[2/26/2020, Brazil, 0]
[2/27/2020, Brazil, 0]
[2/28/2020, Brazil, 0]
[2/29/2020, Brazil, 0]
[3/1/2020, Brazil, 0]
[3/2/2020, Brazil, 0]
[3/3/2020, Brazil, 0]
[3/4/2020, Brazil, 0]
[3/5/2020, Brazil, 0]
[3/6/2020, Brazil, 0]
[3/7/2020, Brazil, 0]
[3/8/2020, Brazil, 0]
[3/9/2020, Brazil, 0]
[3/10/2020, Brazil, 0]
[3/11/2020, Brazil, 0]
[3/12/2020, Brazil, 0]
[3/13/2020, Brazil, 0]
[3/14/2020, Brazil, 0]
[3/15/2020, Brazil, 0]
[3/16/2020, Brazil, 0]
[3/17/2020, Brazil, 0]
[3/18/2020, Brazil, 1]
[3/19/2020, Brazil, 4]
[3/20/2020, Brazil, 4]
[3/21/2020, Brazil, 11]
[3/22/2020, Brazil, 11]
[3/23/2020, Brazil, 11]
[3/24/2020, Brazil, 25]
[3/25/2020, Brazil, 46]
[3/26/2020, Brazil, 57]
[3/27/2020, Brazil, 57]
[3/28/2020, Brazil, 77]
[3/29/2020, Brazil, 92]
[3/30/2020, Brazil, 114]
[3/31/2020, Brazil, 136]
[4/1/2020, Brazil, 159]
[4/2/2020, Brazil, 201]
[4/3/2020, Brazil, 241]
[4/4/2020, Brazil, 299]
[4/5/2020, Brazil, 359]
[4/6/2020, Brazil, 432]
[4/7/2020, Brazil, 486]
[4/8/2020, Brazil, 553]
[4/9/2020, Brazil, 667]
[4/10/2020, Brazil, 800]
[4/11/2020, Brazil, 941]
[4/12/2020, Brazil, 1056]
[4/13/2020, Brazil, 1124]
[4/14/2020, Brazil, 1223]
[4/15/2020, Brazil, 1328]
[4/16/2020, Brazil, 1532]
[4/17/2020, Brazil, 1736]
[4/18/2020, Brazil, 1924]
[4/19/2020, Brazil, 2141]
[4/20/2020, Brazil, 2347]
[4/21/2020, Brazil, 2462]
[4/22/2020, Brazil, 2575]
[4/23/2020, Brazil, 2741]
[4/24/2020, Brazil, 2906]
[4/25/2020, Brazil, 3313]
[4/26/2020, Brazil, 3670]
[4/27/2020, Brazil, 4016]
[4/28/2020, Brazil, 4205]
[4/29/2020, Brazil, 4543]
[4/30/2020, Brazil, 5017]
[5/1/2020, Brazil, 5466]
[5/2/2020, Brazil, 5901]
[5/3/2020, Brazil, 6329]
[5/4/2020, Brazil, 6750]
[5/5/2020, Brazil, 7025]
[5/6/2020, Brazil, 7321]
[5/7/2020, Brazil, 7921]
[5/8/2020, Brazil, 8536]
[5/9/2020, Brazil, 9146]
[5/10/2020, Brazil, 9897]
[5/11/2020, Brazil, 10627]
[5/12/2020, Brazil, 11123]
[5/13/2020, Brazil, 11519]
[5/14/2020, Brazil, 12400]
[5/15/2020, Brazil, 13149]
[5/16/2020, Brazil, 13993]
[5/17/2020, Brazil, 14817]
[5/18/2020, Brazil, 15633]
[5/19/2020, Brazil, 16118]
[5/20/2020, Brazil, 16792]
[5/21/2020, Brazil, 17971]
[5/22/2020, Brazil, 18859]
[5/23/2020, Brazil, 20047]
[5/24/2020, Brazil, 21048]
[5/25/2020, Brazil, 22013]
[5/26/2020, Brazil, 22666]
[5/27/2020, Brazil, 23473]
[5/28/2020, Brazil, 24512]
[5/29/2020, Brazil, 25598]
[5/30/2020, Brazil, 26754]
[5/31/2020, Brazil, 27878]
[6/1/2020, Brazil, 28834]
[6/2/2020, Brazil, 29314]
[6/3/2020, Brazil, 29937]
[6/4/2020, Brazil, 31199]
[6/5/2020, Brazil, 32548]
[6/6/2020, Brazil, 34021]
[6/7/2020, Brazil, 35026]
[6/8/2020, Brazil, 35930]
[6/9/2020, Brazil, 36455]
[6/10/2020, Brazil, 37134]
[6/11/2020, Brazil, 38406]
[6/12/2020, Brazil, 39680]
[6/13/2020, Brazil, 40919]
[6/14/2020, Brazil, 41828]
[6/15/2020, Brazil, 42720]
[6/16/2020, Brazil, 43332]
[6/17/2020, Brazil, 43959]
[6/18/2020, Brazil, 45241]
[6/19/2020, Brazil, 46510]
[6/20/2020, Brazil, 47748]
[6/21/2020, Brazil, 48954]
[6/22/2020, Brazil, 49976]
[6/23/2020, Brazil, 50617]
[6/24/2020, Brazil, 51271]
[6/25/2020, Brazil, 52645]
[6/26/2020, Brazil, 53830]
[6/27/2020, Brazil, 54971]
[6/28/2020, Brazil, 55961]
[6/29/2020, Brazil, 57070]
[6/30/2020, Brazil, 57622]
[7/1/2020, Brazil, 58314]
[7/2/2020, Brazil, 59594]
[7/3/2020, Brazil, 60632]
[7/4/2020, Brazil, 61884]
[7/5/2020, Brazil, 63174]
[7/6/2020, Brazil, 64265]
[7/7/2020, Brazil, 64867]
[7/8/2020, Brazil, 65487]
[7/9/2020, Brazil, 66741]
[7/10/2020, Brazil, 67964]
[7/11/2020, Brazil, 69184]
[7/12/2020, Brazil, 70398]
[7/13/2020, Brazil, 71469]
[7/14/2020, Brazil, 72100]
[7/15/2020, Brazil, 72833]
[7/16/2020, Brazil, 74133]
[7/17/2020, Brazil, 75366]
[7/18/2020, Brazil, 76688]
[7/19/2020, Brazil, 77851]
[7/20/2020, Brazil, 78772]
[7/21/2020, Brazil, 79488]
[7/22/2020, Brazil, 80120]
[7/23/2020, Brazil, 81487]
[7/24/2020, Brazil, 82771]
[7/25/2020, Brazil, 84082]
[7/26/2020, Brazil, 85238]
[7/27/2020, Brazil, 86449]
[7/28/2020, Brazil, 87004]
[7/29/2020, Brazil, 87618]
[7/30/2020, Brazil, 88539]
[7/31/2020, Brazil, 90134]
[8/1/2020, Brazil, 91263]
[8/2/2020, Brazil, 92475]
[8/3/2020, Brazil, 93563]
[8/4/2020, Brazil, 94104]
[8/5/2020, Brazil, 94665]
[8/6/2020, Brazil, 95819]
[8/7/2020, Brazil, 97256]
[8/8/2020, Brazil, 98493]
[8/9/2020, Brazil, 99572]
[8/10/2020, Brazil, 100477]
[8/11/2020, Brazil, 101049]
[8/12/2020, Brazil, 101752]
[8/13/2020, Brazil, 103026]
[8/14/2020, Brazil, 104201]
[8/15/2020, Brazil, 105463]
[8/16/2020, Brazil, 106523]
[8/17/2020, Brazil, 107232]
[8/18/2020, Brazil, 107852]
[8/19/2020, Brazil, 108536]
[8/20/2020, Brazil, 109888]
[8/21/2020, Brazil, 111100]
[8/22/2020, Brazil, 112304]
[8/23/2020, Brazil, 113358]
[8/24/2020, Brazil, 114250]
[8/25/2020, Brazil, 114744]
[8/26/2020, Brazil, 115309]
[8/27/2020, Brazil, 116580]
[8/28/2020, Brazil, 117665]
[8/29/2020, Brazil, 118649]
[8/30/2020, Brazil, 119504]
[8/31/2020, Brazil, 120462]
[9/1/2020, Brazil, 120828]
[9/2/2020, Brazil, 121381]
[9/3/2020, Brazil, 122596]
[9/4/2020, Brazil, 123780]
[9/5/2020, Brazil, 124614]
[9/6/2020, Brazil, 125521]
[9/7/2020, Brazil, 126203]
[9/8/2020, Brazil, 126650]
[9/9/2020, Brazil, 126960]
[9/10/2020, Brazil, 127464]
[9/11/2020, Brazil, 128539]
[9/12/2020, Brazil, 129522]
[9/13/2020, Brazil, 130396]
[9/14/2020, Brazil, 131210]
[9/15/2020, Brazil, 131625]
[9/16/2020, Brazil, 132006]
[9/17/2020, Brazil, 133119]
[9/18/2020, Brazil, 134106]
[9/19/2020, Brazil, 134935]
[9/20/2020, Brazil, 135793]
[9/21/2020, Brazil, 136532]
[9/22/2020, Brazil, 136895]
[9/23/2020, Brazil, 137272]
[9/24/2020, Brazil, 138108]
[9/25/2020, Brazil, 138977]
[9/26/2020, Brazil, 139808]
[9/27/2020, Brazil, 140537]
[9/28/2020, Brazil, 141406]
[9/29/2020, Brazil, 141741]
[9/30/2020, Brazil, 142058]
[10/1/2020, Brazil, 142921]
[10/2/2020, Brazil, 143952]
[10/3/2020, Brazil, 144680]
[10/4/2020, Brazil, 145388]
[10/5/2020, Brazil, 145987]
[10/6/2020, Brazil, 146352]
[10/7/2020, Brazil, 146675]
[10/8/2020, Brazil, 147494]
[10/9/2020, Brazil, 148228]
[10/10/2020, Brazil, 148957]
[10/11/2020, Brazil, 149639]
[10/12/2020, Brazil, 150198]
[10/13/2020, Brazil, 150488]
[10/14/2020, Brazil, 150689]
[10/15/2020, Brazil, 150998]
[10/16/2020, Brazil, 151747]
[10/17/2020, Brazil, 152460]
[10/18/2020, Brazil, 153214]
[10/19/2020, Brazil, 153675]
[10/20/2020, Brazil, 153905]
[10/21/2020, Brazil, 154176]
[10/22/2020, Brazil, 154837]
[10/23/2020, Brazil, 155403]
[10/24/2020, Brazil, 155900]
[10/25/2020, Brazil, 156471]
[10/26/2020, Brazil, 156903]
[10/27/2020, Brazil, 157134]
[10/28/2020, Brazil, 157397]
[10/29/2020, Brazil, 157946]
[10/30/2020, Brazil, 158456]
[10/31/2020, Brazil, 158969]
[11/1/2020, Brazil, 159477]
[11/2/2020, Brazil, 159884]
[11/3/2020, Brazil, 160074]
[11/4/2020, Brazil, 160253]
[11/5/2020, Brazil, 160496]
[11/6/2020, Brazil, 161106]
[11/7/2020, Brazil, 161736]
[11/8/2020, Brazil, 162015]
[11/9/2020, Brazil, 162269]
[11/10/2020, Brazil, 162397]
[11/11/2020, Brazil, 162628]
[11/12/2020, Brazil, 162829]
[11/13/2020, Brazil, 163373]
[11/14/2020, Brazil, 164281]
[11/15/2020, Brazil, 164737]
[11/16/2020, Brazil, 165658]
[11/17/2020, Brazil, 165798]
[11/18/2020, Brazil, 166014]
[11/19/2020, Brazil, 166699]
[11/20/2020, Brazil, 167455]
[11/21/2020, Brazil, 168061]
[11/22/2020, Brazil, 168613]
[11/23/2020, Brazil, 168989]
[11/24/2020, Brazil, 169183]
[11/25/2020, Brazil, 169485]
[11/26/2020, Brazil, 170115]
[11/27/2020, Brazil, 170769]
[11/28/2020, Brazil, 171460]
[11/29/2020, Brazil, 171974]
[11/30/2020, Brazil, 172561]
[12/1/2020, Brazil, 172833]
[12/2/2020, Brazil, 173120]
[12/3/2020, Brazil, 173817]
[12/4/2020, Brazil, 174515]
[12/5/2020, Brazil, 175270]
[12/6/2020, Brazil, 175964]
[12/7/2020, Brazil, 176628]
[12/8/2020, Brazil, 176941]
[12/9/2020, Brazil, 177317]
[12/10/2020, Brazil, 178159]
[12/11/2020, Brazil, 178995]
[12/12/2020, Brazil, 179765]
[12/13/2020, Brazil, 180437]
[12/14/2020, Brazil, 181123]
[12/15/2020, Brazil, 181402]
[12/16/2020, Brazil, 181835]
[12/17/2020, Brazil, 182799]
[12/18/2020, Brazil, 183735]
[12/19/2020, Brazil, 184827]
[12/20/2020, Brazil, 185650]
[12/21/2020, Brazil, 186356]
[12/22/2020, Brazil, 186764]
[12/23/2020, Brazil, 187291]
[12/24/2020, Brazil, 188259]
[12/25/2020, Brazil, 189220]
[12/26/2020, Brazil, 190006]
[12/27/2020, Brazil, 190488]
[12/28/2020, Brazil, 190795]
[12/29/2020, Brazil, 191139]
[12/30/2020, Brazil, 191570]
[12/31/2020, Brazil, 192681]
[1/1/2021, Brazil, 193875]
[1/2/2021, Brazil, 194949]
[1/3/2021, Brazil, 195411]
[1/4/2021, Brazil, 195725]
[1/5/2021, Brazil, 196018]
[1/6/2021, Brazil, 196561]
[1/7/2021, Brazil, 197732]
[1/8/2021, Brazil, 198974]
[1/9/2021, Brazil, 200498]
[1/10/2021, Brazil, 201460]
[1/11/2021, Brazil, 202631]
[1/12/2021, Brazil, 203100]
[1/13/2021, Brazil, 203580]
[1/14/2021, Brazil, 204690]
[1/15/2021, Brazil, 205964]
[1/16/2021, Brazil, 207095]
[1/17/2021, Brazil, 208246]
[1/18/2021, Brazil, 209296]
[1/19/2021, Brazil, 209847]
[1/20/2021, Brazil, 210299]
[1/21/2021, Brazil, 211491]
[1/22/2021, Brazil, 212831]
[1/23/2021, Brazil, 214147]
[1/24/2021, Brazil, 215243]
[1/25/2021, Brazil, 216445]
[1/26/2021, Brazil, 217037]
[1/27/2021, Brazil, 217664]
[1/28/2021, Brazil, 218878]
[1/29/2021, Brazil, 220161]
[1/30/2021, Brazil, 221547]
[1/31/2021, Brazil, 222666]
[2/1/2021, Brazil, 223945]
[2/2/2021, Brazil, 224504]
[2/3/2021, Brazil, 225099]
[2/4/2021, Brazil, 226309]
[2/5/2021, Brazil, 227563]
[2/6/2021, Brazil, 228795]
[2/7/2021, Brazil, 230034]
[2/8/2021, Brazil, 231012]
[2/9/2021, Brazil, 231534]
[2/10/2021, Brazil, 232170]
[2/11/2021, Brazil, 233520]
[2/12/2021, Brazil, 234850]
[2/13/2021, Brazil, 236201]
[2/14/2021, Brazil, 237489]
[2/15/2021, Brazil, 238532]
[2/16/2021, Brazil, 239245]
[2/17/2021, Brazil, 239773]
[2/18/2021, Brazil, 240940]
[2/19/2021, Brazil, 242090]
[2/20/2021, Brazil, 243457]
[2/21/2021, Brazil, 244765]
[2/22/2021, Brazil, 245977]
[2/23/2021, Brazil, 246504]
[2/24/2021, Brazil, 247143]
[2/25/2021, Brazil, 248529]
[2/26/2021, Brazil, 249957]
[2/27/2021, Brazil, 251498]
[2/28/2021, Brazil, 252835]
[3/1/2021, Brazil, 254221]
[3/2/2021, Brazil, 254942]
[3/3/2021, Brazil, 255720]
[3/4/2021, Brazil, 257361]
[3/5/2021, Brazil, 259271]
[3/6/2021, Brazil, 260970]
[3/7/2021, Brazil, 262770]
[3/8/2021, Brazil, 264325]
[3/9/2021, Brazil, 265411]
[3/10/2021, Brazil, 266398]
[3/11/2021, Brazil, 268370]
[3/12/2021, Brazil, 270656]
[3/13/2021, Brazil, 272889]
[3/14/2021, Brazil, 275105]
[3/15/2021, Brazil, 277102]
[3/16/2021, Brazil, 278229]
[3/17/2021, Brazil, 279286]
[3/18/2021, Brazil, 282127]
[3/19/2021, Brazil, 284775]
[3/20/2021, Brazil, 287499]
[3/21/2021, Brazil, 290314]
[3/22/2021, Brazil, 292752]
[3/23/2021, Brazil, 294042]
[3/24/2021, Brazil, 295425]
[3/25/2021, Brazil, 298676]
[3/26/2021, Brazil, 300685]
[3/27/2021, Brazil, 303462]
[3/28/2021, Brazil, 307112]
[3/29/2021, Brazil, 310550]
[3/30/2021, Brazil, 312206]
[3/31/2021, Brazil, 313866]
[4/1/2021, Brazil, 317646]
[4/2/2021, Brazil, 321515]
[4/3/2021, Brazil, 325284]
[4/4/2021, Brazil, 328206]
[4/5/2021, Brazil, 330193]
[4/6/2021, Brazil, 331433]
[4/7/2021, Brazil, 332752]
[4/8/2021, Brazil, 336947]
[4/9/2021, Brazil, 340776]
[4/10/2021, Brazil, 345025]
[4/11/2021, Brazil, 348718]
[4/12/2021, Brazil, 351334]
[4/13/2021, Brazil, 353137]
[4/14/2021, Brazil, 354617]
[4/15/2021, Brazil, 358425]
[4/16/2021, Brazil, 361884]
[4/17/2021, Brazil, 365444]
[4/18/2021, Brazil, 368749]
[4/19/2021, Brazil, 371678]
[4/20/2021, Brazil, 373335]
[4/21/2021, Brazil, 374682]
[4/22/2021, Brazil, 378003]
[4/23/2021, Brazil, 381475]
[4/24/2021, Brazil, 383502]
[4/25/2021, Brazil, 386416]
[4/26/2021, Brazil, 389492]
[4/27/2021, Brazil, 390797]
[4/28/2021, Brazil, 391936]
[4/29/2021, Brazil, 395022]
[4/30/2021, Brazil, 398185]
[5/1/2021, Brazil, 401186]
[5/2/2021, Brazil, 403781]
[5/3/2021, Brazil, 406437]
[5/4/2021, Brazil, 407639]
[5/5/2021, Brazil, 408622]
[5/6/2021, Brazil, 411588]
[5/7/2021, Brazil, 414399]
[5/8/2021, Brazil, 416949]
[5/9/2021, Brazil, 419114]
[5/10/2021, Brazil, 421316]
[5/11/2021, Brazil, 422340]
[5/12/2021, Brazil, 423229]
[5/13/2021, Brazil, 425540]
[5/14/2021, Brazil, 428034]
[5/15/2021, Brazil, 430417]
[5/16/2021, Brazil, 432628]
[5/17/2021, Brazil, 434715]
[5/18/2021, Brazil, 435751]
[5/19/2021, Brazil, 436537]
[5/20/2021, Brazil, 439050]
[5/21/2021, Brazil, 441691]
[5/22/2021, Brazil, 444094]
[5/23/2021, Brazil, 446309]
[5/24/2021, Brazil, 448208]
[5/25/2021, Brazil, 449068]
[5/26/2021, Brazil, 449858]
[5/27/2021, Brazil, 452031]
[5/28/2021, Brazil, 454429]
[5/29/2021, Brazil, 456674]
[5/30/2021, Brazil, 459045]
[5/31/2021, Brazil, 461057]
[6/1/2021, Brazil, 461931]
[6/2/2021, Brazil, 462791]
[6/3/2021, Brazil, 465199]
[6/4/2021, Brazil, 467706]
[6/5/2021, Brazil, 469388]
[6/6/2021, Brazil, 470842]
[6/7/2021, Brazil, 472531]
[6/8/2021, Brazil, 473404]
[6/9/2021, Brazil, 474414]
[6/10/2021, Brazil, 476792]
[6/11/2021, Brazil, 479515]
[6/12/2021, Brazil, 482019]
[6/13/2021, Brazil, 484235]
[6/14/2021, Brazil, 486272]
[6/15/2021, Brazil, 487401]
[6/16/2021, Brazil, 488228]
[6/17/2021, Brazil, 490696]
[6/18/2021, Brazil, 493693]
[6/19/2021, Brazil, 496004]
[6/20/2021, Brazil, 498499]
[6/21/2021, Brazil, 500800]
[6/22/2021, Brazil, 501825]
[6/23/2021, Brazil, 502586]
[6/24/2021, Brazil, 504717]
[6/25/2021, Brazil, 507109]
[6/26/2021, Brazil, 509141]
[6/27/2021, Brazil, 511142]
[6/28/2021, Brazil, 512735]
[6/29/2021, Brazil, 513474]
[6/30/2021, Brazil, 514092]
[7/1/2021, Brazil, 515985]
[7/2/2021, Brazil, 518066]
[7/3/2021, Brazil, 520095]
[7/4/2021, Brazil, 521952]
[7/5/2021, Brazil, 523587]
[7/6/2021, Brazil, 524417]
[7/7/2021, Brazil, 525112]
[7/8/2021, Brazil, 526892]
[7/9/2021, Brazil, 528540]
[7/10/2021, Brazil, 530179]
[7/11/2021, Brazil, 531688]
[7/12/2021, Brazil, 532893]
[7/13/2021, Brazil, 533488]
[7/14/2021, Brazil, 534233]
[7/15/2021, Brazil, 535838]
[7/16/2021, Brazil, 537394]
[7/17/2021, Brazil, 538942]
[7/18/2021, Brazil, 540398]
[7/19/2021, Brazil, 541266]
[7/20/2021, Brazil, 542214]
[7/21/2021, Brazil, 542756]
[7/22/2021, Brazil, 544180]
[7/23/2021, Brazil, 545604]
[7/24/2021, Brazil, 547016]
[7/25/2021, Brazil, 548340]
[7/26/2021, Brazil, 549448]
[7/27/2021, Brazil, 549924]
[7/28/2021, Brazil, 550502]
[7/29/2021, Brazil, 551835]
[7/30/2021, Brazil, 553179]
[7/31/2021, Brazil, 554497]
[8/1/2021, Brazil, 555460]
[8/2/2021, Brazil, 556370]
[8/3/2021, Brazil, 556834]
[8/4/2021, Brazil, 557223]
[8/5/2021, Brazil, 558432]
[8/6/2021, Brazil, 559607]
[8/7/2021, Brazil, 560706]
[8/8/2021, Brazil, 561762]
[8/9/2021, Brazil, 562752]
[8/10/2021, Brazil, 563151]
[8/11/2021, Brazil, 563562]
[8/12/2021, Brazil, 564773]
[8/13/2021, Brazil, 565748]
[8/14/2021, Brazil, 566896]
[8/15/2021, Brazil, 567862]
[8/16/2021, Brazil, 568788]
[8/17/2021, Brazil, 569058]
[8/18/2021, Brazil, 569492]
[8/19/2021, Brazil, 570598]
[8/20/2021, Brazil, 571662]
[8/21/2021, Brazil, 572641]
[8/22/2021, Brazil, 573511]
[8/23/2021, Brazil, 574209]
[8/24/2021, Brazil, 574527]
[8/25/2021, Brazil, 574848]
[8/26/2021, Brazil, 575742]
[8/27/2021, Brazil, 576645]
[8/28/2021, Brazil, 577565]
[8/29/2021, Brazil, 578326]
[8/30/2021, Brazil, 579010]
[8/31/2021, Brazil, 579308]
[9/1/2021, Brazil, 579574]
[9/2/2021, Brazil, 580413]
[9/3/2021, Brazil, 581150]
[9/4/2021, Brazil, 581914]
[9/5/2021, Brazil, 582670]
[9/6/2021, Brazil, 583362]
[9/7/2021, Brazil, 583628]
[9/8/2021, Brazil, 583810]
[9/9/2021, Brazil, 584171]
[9/10/2021, Brazil, 584421]
[9/11/2021, Brazil, 585174]
[9/12/2021, Brazil, 585846]
[9/13/2021, Brazil, 586558]
[9/14/2021, Brazil, 586851]
[9/15/2021, Brazil, 587066]
[9/16/2021, Brazil, 587797]
[9/17/2021, Brazil, 588597]
[9/18/2021, Brazil, 589240]
[9/19/2021, Brazil, 589573]
[9/20/2021, Brazil, 590508]
[9/21/2021, Brazil, 590752]
[9/22/2021, Brazil, 590955]
[9/23/2021, Brazil, 591440]
[9/24/2021, Brazil, 592316]
[9/25/2021, Brazil, 592964]
[9/26/2021, Brazil, 593663]
[9/27/2021, Brazil, 594200]
[9/28/2021, Brazil, 594443]
[9/29/2021, Brazil, 594653]
[9/30/2021, Brazil, 595446]
[10/1/2021, Brazil, 596122]
[10/2/2021, Brazil, 596749]
[10/3/2021, Brazil, 597225]
[10/4/2021, Brazil, 597723]
[10/5/2021, Brazil, 597948]
[10/6/2021, Brazil, 598152]
[10/7/2021, Brazil, 598829]
[10/8/2021, Brazil, 599359]
[10/9/2021, Brazil, 599810]
[10/10/2021, Brazil, 600425]
[10/11/2021, Brazil, 600829]
[10/12/2021, Brazil, 601011]
[10/13/2021, Brazil, 601213]
[10/14/2021, Brazil, 601398]
[10/15/2021, Brazil, 601574]
[10/16/2021, Brazil, 602099]
[10/17/2021, Brazil, 602669]
[10/18/2021, Brazil, 603152]
[10/19/2021, Brazil, 603282]
[10/20/2021, Brazil, 603465]
[10/21/2021, Brazil, 603855]
[10/22/2021, Brazil, 604228]
[10/23/2021, Brazil, 604679]
[10/24/2021, Brazil, 605139]
[10/25/2021, Brazil, 605457]
[10/26/2021, Brazil, 605644]
[10/27/2021, Brazil, 605804]
[10/28/2021, Brazil, 606246]
[10/29/2021, Brazil, 606679]
[10/30/2021, Brazil, 607068]
[10/31/2021, Brazil, 607462]
[11/1/2021, Brazil, 607694]
[11/2/2021, Brazil, 607824]
[11/3/2021, Brazil, 607922]
[11/4/2021, Brazil, 608071]
[11/5/2021, Brazil, 608235]
[11/6/2021, Brazil, 608671]
[11/7/2021, Brazil, 609060]
[11/8/2021, Brazil, 609388]
[11/9/2021, Brazil, 609447]
[11/10/2021, Brazil, 609573]
[11/11/2021, Brazil, 609756]
[11/12/2021, Brazil, 610036]
[11/13/2021, Brazil, 610224]
[11/14/2021, Brazil, 610491]
[11/15/2021, Brazil, 611222]
[11/16/2021, Brazil, 611283]
[11/17/2021, Brazil, 611346]
[11/18/2021, Brazil, 611478]
[11/19/2021, Brazil, 611851]
[11/20/2021, Brazil, 612144]
[11/21/2021, Brazil, 612370]
[11/22/2021, Brazil, 612587]
[11/23/2021, Brazil, 612659]
[11/24/2021, Brazil, 612782]
[11/25/2021, Brazil, 613066]
[11/26/2021, Brazil, 613339]
[11/27/2021, Brazil, 613642]
[11/28/2021, Brazil, 613957]
[11/29/2021, Brazil, 614186]
[11/30/2021, Brazil, 614278]
[12/1/2021, Brazil, 614376]
[12/2/2021, Brazil, 614681]
[12/3/2021, Brazil, 614964]
[12/4/2021, Brazil, 615179]
[12/5/2021, Brazil, 615400]
[12/6/2021, Brazil, 615570]
[12/7/2021, Brazil, 615636]
[12/8/2021, Brazil, 615744]
[12/9/2021, Brazil, 616018]
[12/10/2021, Brazil, 616251]
[12/11/2021, Brazil, 616457]
[12/12/2021, Brazil, 616691]
[12/13/2021, Brazil, 616744]
[12/14/2021, Brazil, 616830]
[12/15/2021, Brazil, 616878]
[12/16/2021, Brazil, 616970]
